,OPERA,MES,TIPOVUELO,SIGLADES,DIANOM,atraso_15
18250,Sky Airline,4,N,Puerto Montt,Jueves,0
53700,Grupo LATAM,10,N,Antofagasta,Domingo,0
6038,Grupo LATAM,1,I,Buenos Aires,Viernes,0
7422,Sky Airline,2,N,Temuco,Domingo,1
15492,Grupo LATAM,3,N,Antofagasta,Domingo,0
51766,Sky Airline,10,N,Iquique,Viernes,0
59367,Grupo LATAM,11,N,Puerto Montt,Lunes,1
810,K.L.M.,1,I,Buenos Aires,Jueves,0
22626,British Airways,5,I,Londres,Martes,0
58187,Grupo LATAM,11,N,Puerto Montt,Miercoles,0
49356,Grupo LATAM,9,I,Lima,Sabado,0
3140,Grupo LATAM,1,N,Antofagasta,Martes,0
8995,Grupo LATAM,2,N,Iquique,Martes,1
39304,Oceanair Linhas Aereas,8,I,Sao Paulo,Domingo,0
3946,Grupo LATAM,1,N,Balmaceda,Miercoles,1
27082,Grupo LATAM,5,N,Antofagasta,Viernes,0
49170,Grupo LATAM,9,I,Santa Cruz,Viernes,0
64001,Sky Airline,12,N,Iquique,Sabado,1
44319,Aerolineas Argentinas,9,I,Buenos Aires,Domingo,0
44465,Avianca,9,I,Bogota,Domingo,1
7944,Sky Airline,2,N,Iquique,Domingo,0
67328,Grupo LATAM,12,N,Antofagasta,Lunes,1
58287,Grupo LATAM,11,N,Punta Arenas,Jueves,0
9768,Grupo LATAM,2,N,Punta Arenas,Viernes,0
18159,Grupo LATAM,4,I,Sao Paulo,Miercoles,1
56187,British Airways,11,I,Londres,Miercoles,0
11857,Aerolineas Argentinas,3,I,Buenos Aires,Viernes,0
50254,Copa Air,10,I,Ciudad de Panama,Jueves,1
35442,Grupo LATAM,7,N,Iquique,Lunes,0
21453,Grupo LATAM,4,I,Bogota,Jueves,0
23271,Sky Airline,5,N,Punta Arenas,Lunes,0
2860,Grupo LATAM,1,N,Antofagasta,Lunes,0
57161,Sky Airline,11,N,Temuco,Sabado,0
18069,Grupo LATAM,4,I,Rio de Janeiro,Sabado,0
42554,Grupo LATAM,8,N,Calama,Domingo,0
23716,Sky Airline,5,N,Calama,Lunes,0
3669,Grupo LATAM,1,N,Valdivia,Miercoles,1
52235,Grupo LATAM,10,N,Punta Arenas,Viernes,1
64547,Grupo LATAM,12,N,Punta Arenas,Lunes,0
40290,Sky Airline,8,N,Antofagasta,Lunes,0
10460,Grupo LATAM,2,I,Buenos Aires,Lunes,1
63352,Sky Airline,12,N,Temuco,Sabado,0
56693,Grupo LATAM,11,I,Sao Paulo,Jueves,0
61313,Grupo LATAM,11,I,Lima,Domingo,0
33383,Grupo LATAM,7,I,Sao Paulo,Miercoles,0
15767,Grupo LATAM,3,N,Arica,Miercoles,0
34593,Sky Airline,7,N,Arica,Jueves,1
33991,Sky Airline,7,N,Concepcion,Sabado,0
53730,Grupo LATAM,10,N,Antofagasta,Martes,0
22986,Grupo LATAM,5,I,Asuncion,Martes,0
4911,Grupo LATAM,1,I,Buenos Aires,Miercoles,0
24059,Sky Airline,5,N,Arica,Lunes,0
45331,Sky Airline,9,N,Punta Arenas,Miercoles,0
51613,Sky Airline,10,N,Antofagasta,Sabado,0
4940,Grupo LATAM,1,I,Miami,Domingo,0
51274,Sky Airline,10,N,La Serena,Domingo,0
55682,JetSmart SPA,10,N,Concepcion,Miercoles,0
48011,Grupo LATAM,9,N,Antofagasta,Domingo,1
3727,Grupo LATAM,1,N,Puerto Montt,Jueves,0
26478,Grupo LATAM,5,I,Cordoba,Domingo,0
36117,Grupo LATAM,7,N,Puerto Montt,Lunes,0
14977,Grupo LATAM,3,N,Puerto Montt,Miercoles,0
3323,Grupo LATAM,1,N,Arica,Jueves,0
49199,Grupo LATAM,9,I,La Paz,Martes,0
41729,Grupo LATAM,8,N,Temuco,Domingo,0
63340,Sky Airline,12,N,Temuco,Domingo,0
62087,Aerolineas Argentinas,12,I,Buenos Aires,Miercoles,1
19900,Grupo LATAM,4,N,Concepcion,Miercoles,0
3767,Grupo LATAM,1,N,Puerto Montt,Miercoles,0
11749,Air Canada,3,I,Buenos Aires,Sabado,1
40067,Sky Airline,8,N,Copiapo,Domingo,0
40570,Sky Airline,8,I,Buenos Aires,Domingo,0
77,American Airlines,1,I,Dallas,Lunes,0
34540,Sky Airline,7,N,Iquique,Miercoles,1
44227,Air France,9,I,Paris,Martes,0
42877,Grupo LATAM,8,I,Buenos Aires,Martes,0
41180,Grupo LATAM,8,N,La Serena,Viernes,0
42938,Grupo LATAM,8,I,Buenos Aires,Sabado,1
67375,Grupo LATAM,12,N,Antofagasta,Lunes,1
56183,Alitalia,11,I,Roma,Sabado,0
42248,Grupo LATAM,8,N,Copiapo,Lunes,0
22194,American Airlines,5,I,Miami,Jueves,0
25095,Grupo LATAM,5,N,Concepcion,Martes,0
58803,Grupo LATAM,11,N,Iquique,Viernes,0
18225,Sky Airline,4,N,Puerto Montt,Sabado,0
2933,Grupo LATAM,1,N,Antofagasta,Lunes,0
22704,Copa Air,5,I,Ciudad de Panama,Lunes,0
59365,Grupo LATAM,11,N,Puerto Montt,Sabado,0
2417,Sky Airline,1,I,Montevideo,Miercoles,0
14924,Grupo LATAM,3,N,Puerto Montt,Miercoles,0
7550,Sky Airline,2,N,La Serena,Miercoles,0
8761,Grupo LATAM,2,N,Antofagasta,Miercoles,1
61779,JetSmart SPA,11,N,Concepcion,Lunes,0
55397,Latin American Wings,10,N,Concepcion,Lunes,1
27023,Grupo LATAM,5,N,Isla de Pascua,Jueves,1
51446,Sky Airline,10,N,Calama,Jueves,0
45075,Grupo LATAM,9,I,Sao Paulo,Sabado,0
25958,Grupo LATAM,5,N,Calama,Sabado,0
65907,Grupo LATAM,12,N,La Serena,Martes,0
58782,Grupo LATAM,11,N,Iquique,Martes,1
32894,Copa Air,7,I,Ciudad de Panama,Lunes,0
20773,Grupo LATAM,4,N,Calama,Domingo,0
8823,Grupo LATAM,2,N,Calama,Jueves,0
17382,Aerolineas Argentinas,4,I,Buenos Aires,Lunes,0
34287,Sky Airline,7,N,Calama,Miercoles,0
64383,Sky Airline,12,I,Lima,Viernes,1
6087,Latin American Wings,1,I,Lima,Viernes,0
39383,Grupo LATAM,8,I,Sao Paulo,Viernes,0
66952,Grupo LATAM,12,I,Lima,Miercoles,0
29573,Grupo LATAM,6,N,Copiapo,Viernes,0
9349,Grupo LATAM,2,N,Temuco,Miercoles,0
21757,Grupo LATAM,4,I,Sao Paulo,Martes,0
38819,Alitalia,8,I,Roma,Jueves,0
55074,Grupo LATAM,10,N,Antofagasta,Jueves,1
6215,Air Canada,2,I,Toronto,Viernes,0
2070,Sky Airline,1,N,Iquique,Martes,0
28810,Sky Airline,6,N,La Serena,Viernes,1
63060,Sky Airline,12,N,Puerto Montt,Lunes,1
42969,Grupo LATAM,8,I,Buenos Aires,Martes,0
51371,Sky Airline,10,N,Calama,Martes,0
51057,Sky Airline,10,N,Valdivia,Viernes,0
63661,Sky Airline,12,N,Calama,Jueves,0
64558,Grupo LATAM,12,N,Punta Arenas,Jueves,0
46474,Grupo LATAM,9,N,Puerto Montt,Viernes,1
27467,Air Canada,6,I,Buenos Aires,Domingo,0
4810,Grupo LATAM,1,I,Buenos Aires,Lunes,0
32311,Latin American Wings,6,I,Lima,Viernes,0
51246,Sky Airline,10,N,La Serena,Domingo,0
18791,Sky Airline,4,N,Antofagasta,Viernes,0
3014,Grupo LATAM,1,N,Calama,Martes,0
54308,Grupo LATAM,10,I,Buenos Aires,Miercoles,0
34256,Sky Airline,7,N,Calama,Miercoles,1
29390,Sky Airline,6,I,Montevideo,Martes,1
22387,Aerolineas Argentinas,5,I,Buenos Aires,Miercoles,1
48178,Grupo LATAM,9,N,Arica,Viernes,0
8741,Grupo LATAM,2,N,Antofagasta,Martes,0
60015,Grupo LATAM,11,N,Arica,Jueves,1
38276,Latin American Wings,7,I,Mendoza,Domingo,0
16628,Grupo LATAM,3,I,Florianapolis,Sabado,0
33185,Gol Trans,7,I,Sao Paulo,Lunes,0
29754,Grupo LATAM,6,N,Antofagasta,Martes,0
6707,Gol Trans,2,I,Sao Paulo,Domingo,0
43100,Grupo LATAM,8,I,Miami,Sabado,0
24308,Grupo LATAM,5,N,Antofagasta,Sabado,0
29804,Grupo LATAM,6,N,Calama,Miercoles,0
4904,Grupo LATAM,1,I,Buenos Aires,Viernes,0
28025,Delta Air,6,I,Atlanta,Sabado,0
51452,Sky Airline,10,N,Calama,Jueves,0
39722,Sky Airline,8,N,Puerto Montt,Lunes,1
57885,Sky Airline,11,N,Arica,Miercoles,0
19747,Grupo LATAM,4,N,Iquique,Viernes,0
60817,Grupo LATAM,11,I,Lima,Jueves,0
53858,Grupo LATAM,10,N,Calama,Viernes,1
67618,Grupo LATAM,12,I,Buenos Aires,Jueves,1
4491,Grupo LATAM,1,N,Calama,Jueves,0
28980,Sky Airline,6,N,Calama,Viernes,0
17747,Delta Air,4,I,Atlanta,Sabado,0
1592,Sky Airline,1,N,Concepcion,Martes,1
66298,Grupo LATAM,12,I,Montevideo,Miercoles,0
39883,Sky Airline,8,N,Temuco,Martes,0
59130,Grupo LATAM,11,N,Temuco,Jueves,0
51292,Sky Airline,10,N,La Serena,Viernes,0
37572,Grupo LATAM,7,I,Lima,Viernes,1
51628,Sky Airline,10,N,Antofagasta,Sabado,0
66285,Grupo LATAM,12,N,Arica,Lunes,1
58509,Grupo LATAM,11,N,Calama,Miercoles,0
20978,Grupo LATAM,4,I,Mendoza,Domingo,0
15288,Grupo LATAM,3,N,Punta Arenas,Miercoles,1
61370,Grupo LATAM,11,I,Buenos Aires,Lunes,1
9633,Grupo LATAM,2,N,Puerto Montt,Jueves,0
52371,Grupo LATAM,10,N,Antofagasta,Domingo,0
32146,Grupo LATAM,6,I,Lima,Domingo,0
57308,Sky Airline,11,N,La Serena,Miercoles,0
29551,Grupo LATAM,6,N,Copiapo,Miercoles,0
29480,Grupo LATAM,6,N,Antofagasta,Viernes,0
57983,Sky Airline,11,I,Mendoza,Jueves,1
42684,Grupo LATAM,8,I,Montevideo,Domingo,0
3620,Grupo LATAM,1,N,Temuco,Viernes,1
34407,Sky Airline,7,N,Antofagasta,Sabado,0
29788,Grupo LATAM,6,N,Calama,Martes,0
61966,Air Canada,12,I,Toronto,Domingo,1
2017,Sky Airline,1,N,Antofagasta,Miercoles,1
21791,Grupo LATAM,4,I,Auckland N.Z.,Sabado,1
43830,Grupo LATAM,8,I,Lima,Martes,0
11718,American Airlines,3,I,Dallas,Jueves,0
26506,Grupo LATAM,5,I,Miami,Viernes,1
65022,Grupo LATAM,12,N,Iquique,Sabado,0
46310,Sky Airline,9,I,Cordoba,Miercoles,0
31336,Grupo LATAM,6,I,Buenos Aires,Jueves,0
20793,Grupo LATAM,4,N,Calama,Domingo,0
63252,Sky Airline,12,N,Valdivia,Miercoles,0
4469,Grupo LATAM,1,N,Calama,Viernes,0
59291,Grupo LATAM,11,N,Puerto Montt,Lunes,0
29455,Sky Airline,6,I,Lima,Viernes,0
51681,Sky Airline,10,N,Iquique,Domingo,1
65443,Grupo LATAM,12,N,Valdivia,Viernes,0
56641,Grupo LATAM,11,I,Asuncion,Jueves,0
16579,Grupo LATAM,3,I,Sao Paulo,Miercoles,0
47172,Grupo LATAM,9,N,Concepcion,Domingo,0
14790,Grupo LATAM,3,N,Temuco,Miercoles,0
22462,Aerolineas Argentinas,5,I,Buenos Aires,Miercoles,0
12215,Copa Air,3,I,Ciudad de Panama,Domingo,0
62028,Aerolineas Argentinas,12,I,Buenos Aires,Sabado,0
23988,Sky Airline,5,N,Iquique,Martes,0
43418,Grupo LATAM,8,I,Lima,Sabado,0
6133,American Airlines,2,I,Miami,Viernes,0
14609,Grupo LATAM,3,N,Concepcion,Lunes,0
59948,Grupo LATAM,11,N,Calama,Miercoles,0
44962,Oceanair Linhas Aereas,9,I,Sao Paulo,Viernes,0
20836,Grupo LATAM,4,N,Calama,Domingo,0
28769,Sky Airline,6,N,Concepcion,Viernes,0
10661,Grupo LATAM,2,I,Lima,Domingo,0
55547,JetSmart SPA,10,N,Calama,Viernes,1
46145,Sky Airline,9,N,Arica,Domingo,0
45862,Sky Airline,9,N,Calama,Jueves,0
33765,Sky Airline,7,N,Puerto Montt,Lunes,0
35382,Grupo LATAM,7,N,Iquique,Lunes,0
28248,Grupo LATAM,6,I,Sao Paulo,Martes,0
48670,Grupo LATAM,9,I,Miami,Sabado,0
55361,Grupo LATAM,10,I,Lima,Viernes,0
11040,Grupo LATAM,2,I,Florianapolis,Miercoles,1
10043,Grupo LATAM,2,N,Antofagasta,Viernes,0
43459,Grupo LATAM,8,I,Madrid,Domingo,0
49381,Grupo LATAM,9,I,Lima,Miercoles,0
25951,Grupo LATAM,5,N,Calama,Sabado,0
14809,Grupo LATAM,3,N,Temuco,Lunes,0
45944,Sky Airline,9,N,Antofagasta,Jueves,0
41797,Grupo LATAM,8,N,Valdivia,Martes,0
57345,Sky Airline,11,N,La Serena,Jueves,0
61590,Latin American Wings,11,I,Lima,Lunes,1
33204,Iberia,7,I,Madrid,Martes,1
9044,Grupo LATAM,2,N,Iquique,Jueves,0
40002,Sky Airline,8,N,La Serena,Viernes,0
10937,Grupo LATAM,2,I,Madrid,Martes,1
47293,Grupo LATAM,9,N,Temuco,Martes,0
733,Gol Trans,1,I,Sao Paulo,Miercoles,1
34728,Sky Airline,7,I,Mendoza,Lunes,0
49057,Grupo LATAM,9,I,Sao Paulo,Domingo,0
66543,Grupo LATAM,12,I,Buenos Aires,Domingo,1
16005,Grupo LATAM,3,I,Buenos Aires,Miercoles,0
48665,Grupo LATAM,9,I,Cordoba,Miercoles,0
68149,JetSmart SPA,12,N,Puerto Montt,Jueves,0
25031,Grupo LATAM,5,N,Concepcion,Viernes,0
42198,Grupo LATAM,8,N,La Serena,Sabado,0
14398,Grupo LATAM,3,N,Iquique,Sabado,0
3880,Grupo LATAM,1,N,Puerto Montt,Miercoles,0
16822,Grupo LATAM,3,I,Mendoza,Domingo,0
25399,Grupo LATAM,5,N,Puerto Montt,Jueves,0
10822,Grupo LATAM,2,I,Ciudad de Mexico,Martes,0
49467,Latin American Wings,9,I,Mendoza,Miercoles,1
48319,Grupo LATAM,9,I,Mendoza,Domingo,0
47590,Grupo LATAM,9,N,Puerto Montt,Domingo,0
52436,Grupo LATAM,10,N,Calama,Lunes,0
3913,Grupo LATAM,1,N,Balmaceda,Sabado,0
45018,Grupo LATAM,9,I,Asuncion,Jueves,1
31134,Grupo LATAM,6,I,Montevideo,Viernes,0
23828,Sky Airline,5,N,Antofagasta,Lunes,0
36551,Grupo LATAM,7,N,La Serena,Viernes,0
5795,Grupo LATAM,1,I,La Paz,Domingo,0
5241,Grupo LATAM,1,I,Lima,Sabado,0
66502,Grupo LATAM,12,I,Buenos Aires,Viernes,0
30206,Grupo LATAM,6,N,Concepcion,Jueves,0
65524,Grupo LATAM,12,N,Puerto Montt,Miercoles,0
62485,Gol Trans,12,I,Sao Paulo,Miercoles,0
38286,Latin American Wings,7,I,Mendoza,Jueves,0
40396,Sky Airline,8,N,Iquique,Martes,0
30540,Grupo LATAM,6,N,Puerto Montt,Martes,0
30436,Grupo LATAM,6,N,Puerto Montt,Miercoles,0
6660,Copa Air,2,I,Ciudad de Panama,Lunes,0
31930,Grupo LATAM,6,I,Auckland N.Z.,Jueves,0
17504,Avianca,4,I,Bogota,Jueves,0
62520,Gol Trans,12,I,Sao Paulo,Viernes,1
56390,Gol Trans,11,I,Sao Paulo,Lunes,0
49750,American Airlines,10,I,Miami,Domingo,0
59320,Grupo LATAM,11,N,Puerto Montt,Domingo,0
27143,Grupo LATAM,5,I,Lima,Lunes,0
14460,Grupo LATAM,3,N,Iquique,Martes,0
23792,Sky Airline,5,N,Calama,Domingo,0
32888,Copa Air,7,I,Ciudad de Panama,Martes,0
19660,Grupo LATAM,4,N,Iquique,Martes,0
37789,Grupo LATAM,7,I,Sao Paulo,Miercoles,1
8676,Grupo LATAM,2,N,Antofagasta,Lunes,0
50171,Copa Air,10,I,Ciudad de Panama,Domingo,0
28037,Delta Air,6,I,Atlanta,Jueves,0
20025,Grupo LATAM,4,N,Temuco,Miercoles,0
55663,JetSmart SPA,10,N,Copiapo,Sabado,0
67282,Grupo LATAM,12,I,Santa Cruz,Viernes,0
29928,Grupo LATAM,6,N,Iquique,Domingo,0
21593,Grupo LATAM,4,I,Lima,Martes,0
10932,Grupo LATAM,2,I,Madrid,Jueves,0
61061,Grupo LATAM,11,I,Santa Cruz,Viernes,0
27792,Avianca,6,I,Bogota,Martes,1
24913,Grupo LATAM,5,N,Arica,Sabado,0
8098,Sky Airline,2,N,Arica,Lunes,0
8113,Sky Airline,2,N,Arica,Martes,0
62123,Aerolineas Argentinas,12,I,Buenos Aires,Martes,1
12904,Sky Airline,3,N,Valdivia,Lunes,0
52386,Grupo LATAM,10,N,Antofagasta,Miercoles,0
41866,Grupo LATAM,8,N,Puerto Montt,Viernes,0
2884,Grupo LATAM,1,N,Antofagasta,Miercoles,0
10713,Grupo LATAM,2,I,Bogota,Viernes,0
22538,Avianca,5,I,Bogota,Miercoles,0
21335,Grupo LATAM,4,I,Miami,Miercoles,0
43795,Grupo LATAM,8,I,Lima,Jueves,0
58268,Grupo LATAM,11,N,Punta Arenas,Lunes,0
23960,Sky Airline,5,N,Iquique,Jueves,1
61282,Grupo LATAM,11,I,Lima,Lunes,0
35517,Grupo LATAM,7,N,Iquique,Sabado,1
33494,Grupo LATAM,7,I,Rio de Janeiro,Lunes,0
55629,JetSmart SPA,10,N,La Serena,Viernes,0
45490,Sky Airline,9,N,Temuco,Lunes,0
43849,Grupo LATAM,8,I,Buenos Aires,Lunes,1
12829,Sky Airline,3,N,Puerto Montt,Viernes,0
28839,Sky Airline,6,N,Copiapo,Viernes,0
23289,Sky Airline,5,N,Puerto Montt,Martes,0
6656,Copa Air,2,I,Ciudad de Panama,Jueves,0
25831,Grupo LATAM,5,N,Antofagasta,Miercoles,0
32666,Aerolineas Argentinas,7,I,Buenos Aires,Miercoles,0
49115,Grupo LATAM,9,I,Auckland N.Z.,Domingo,0
42367,Grupo LATAM,8,N,Antofagasta,Miercoles,0
63512,Sky Airline,12,N,La Serena,Lunes,1
10657,Grupo LATAM,2,I,Lima,Miercoles,0
57916,Sky Airline,11,I,Buenos Aires,Domingo,0
56751,Grupo LATAM,11,I,Rio de Janeiro,Martes,0
18141,Grupo LATAM,4,I,Sao Paulo,Sabado,0
23704,Sky Airline,5,N,Calama,Sabado,0
46419,Sky Airline,9,I,Lima,Viernes,1
19064,Sky Airline,4,I,Buenos Aires,Lunes,0
54887,Grupo LATAM,10,I,Sao Paulo,Viernes,0
11277,Grupo LATAM,2,I,Mendoza,Sabado,0
61946,Air Canada,12,I,Toronto,Viernes,0
20246,Grupo LATAM,4,N,Puerto Montt,Viernes,0
57318,Sky Airline,11,N,La Serena,Viernes,1
20459,Grupo LATAM,4,N,Punta Arenas,Domingo,0
49454,Latin American Wings,9,I,Mendoza,Martes,0
22430,Aerolineas Argentinas,5,I,Buenos Aires,Sabado,0
30826,Grupo LATAM,6,N,Antofagasta,Jueves,1
43858,Grupo LATAM,8,I,Buenos Aires,Sabado,0
24878,Grupo LATAM,5,N,Iquique,Sabado,0
14292,Grupo LATAM,3,N,Calama,Domingo,0
48172,Grupo LATAM,9,N,Arica,Jueves,0
68024,JetSmart SPA,12,N,La Serena,Miercoles,0
28646,Sky Airline,6,N,Temuco,Lunes,0
66796,Grupo LATAM,12,I,Nueva York,Sabado,0
8618,Grupo LATAM,2,N,Antofagasta,Martes,0
11584,Grupo LATAM,2,I,Buenos Aires,Sabado,1
34548,Sky Airline,7,N,Iquique,Viernes,0
45357,Sky Airline,9,N,Puerto Montt,Sabado,0
8640,Grupo LATAM,2,N,Antofagasta,Martes,0
27700,Aerolineas Argentinas,6,I,Buenos Aires,Viernes,0
32707,Aerolineas Argentinas,7,I,Buenos Aires,Sabado,0
62762,Grupo LATAM,12,I,Asuncion,Lunes,0
21420,Grupo LATAM,4,I,Nueva York,Domingo,0
43734,Grupo LATAM,8,I,Lima,Lunes,0
5813,Grupo LATAM,1,N,Iquique,Sabado,0
6210,Air Canada,2,I,Toronto,Sabado,0
49558,Latin American Wings,9,N,Concepcion,Jueves,0
44136,American Airlines,9,I,Miami,Miercoles,0
61141,Grupo LATAM,11,N,Antofagasta,Jueves,1
20908,Grupo LATAM,4,N,Arica,Viernes,0
30507,Grupo LATAM,6,N,Puerto Montt,Sabado,0
13541,Sky Airline,3,N,Iquique,Jueves,1
45068,Grupo LATAM,9,I,Sao Paulo,Sabado,0
16458,Grupo LATAM,3,I,Lima,Jueves,0
43310,Grupo LATAM,8,I,Lima,Sabado,0
5205,Grupo LATAM,1,I,Ciudad de Mexico,Martes,1
40609,Sky Airline,8,I,Buenos Aires,Viernes,0
9096,Grupo LATAM,2,N,Arica,Jueves,0
62588,K.L.M.,12,I,Buenos Aires,Lunes,0
58698,Grupo LATAM,11,N,Iquique,Jueves,0
35610,Grupo LATAM,7,N,Concepcion,Miercoles,0
39521,Grupo LATAM,8,I,Rio de Janeiro,Jueves,0
58486,Grupo LATAM,11,N,Antofagasta,Viernes,0
54827,Grupo LATAM,10,I,Madrid,Jueves,1
14799,Grupo LATAM,3,N,Temuco,Viernes,0
2474,Sky Airline,1,I,Lima,Viernes,0
13961,Grupo LATAM,3,N,Castro (Chiloe),Sabado,0
37763,Grupo LATAM,7,I,Sao Paulo,Lunes,1
30112,Grupo LATAM,6,N,Concepcion,Jueves,0
54255,Grupo LATAM,10,I,Buenos Aires,Lunes,1
24762,Grupo LATAM,5,N,Calama,Martes,0
7468,Sky Airline,2,N,Temuco,Viernes,0
229,Aerolineas Argentinas,1,I,Buenos Aires,Lunes,0
9252,Grupo LATAM,2,N,Concepcion,Sabado,1
24177,Sky Airline,5,I,Mendoza,Sabado,0
28858,Sky Airline,6,N,Copiapo,Lunes,1
7463,Sky Airline,2,N,Temuco,Domingo,0
59136,Grupo LATAM,11,N,Temuco,Miercoles,0
9000,Grupo LATAM,2,N,Iquique,Lunes,0
45307,Sky Airline,9,N,Punta Arenas,Domingo,1
27405,Latin American Wings,5,I,Lima,Jueves,0
36426,Grupo LATAM,7,N,La Serena,Viernes,0
1817,Sky Airline,1,N,Calama,Miercoles,0
38404,American Airlines,8,I,Miami,Jueves,0
29932,Grupo LATAM,6,N,Iquique,Lunes,1
48355,Grupo LATAM,9,I,Mendoza,Sabado,0
38512,Air France,8,I,Paris,Sabado,0
19857,Grupo LATAM,4,N,Concepcion,Jueves,0
23723,Sky Airline,5,N,Calama,Martes,0
9750,Grupo LATAM,2,N,Punta Arenas,Lunes,0
14159,Grupo LATAM,3,N,Antofagasta,Domingo,0
6564,Copa Air,2,I,Ciudad de Panama,Viernes,0
3237,Grupo LATAM,1,N,Iquique,Lunes,0
9003,Grupo LATAM,2,N,Iquique,Jueves,0
61721,JetSmart SPA,11,N,La Serena,Lunes,0
63214,Sky Airline,12,N,Puerto Montt,Miercoles,0
15130,Grupo LATAM,3,N,Puerto Montt,Sabado,0
16197,Grupo LATAM,3,I,Guayaquil,Miercoles,1
26042,Grupo LATAM,5,N,Arica,Martes,0
32240,Latin American Wings,6,N,Puerto Montt,Domingo,0
43520,Grupo LATAM,8,I,Sao Paulo,Miercoles,0
15692,Grupo LATAM,3,N,Calama,Miercoles,0
57319,Sky Airline,11,N,La Serena,Domingo,0
43296,Grupo LATAM,8,I,Cancun,Sabado,0
34760,Sky Airline,7,I,Cordoba,Miercoles,1
59096,Grupo LATAM,11,N,Temuco,Jueves,0
59194,Grupo LATAM,11,N,Valdivia,Domingo,0
38723,Aerolineas Argentinas,8,I,Buenos Aires,Martes,0
24045,Sky Airline,5,N,Arica,Viernes,0
576,Copa Air,1,I,Ciudad de Panama,Lunes,0
63232,Sky Airline,12,N,Puerto Montt,Lunes,1
2282,Sky Airline,1,I,Buenos Aires,Lunes,0
40933,Grupo LATAM,8,N,Antofagasta,Martes,0
9357,Grupo LATAM,2,N,Temuco,Jueves,0
44353,Aerolineas Argentinas,9,I,Buenos Aires,Sabado,0
39252,United Airlines,8,I,Houston,Viernes,0
39596,Grupo LATAM,8,I,Sao Paulo,Miercoles,0
3454,Grupo LATAM,1,N,Concepcion,Domingo,0
44575,Copa Air,9,I,Ciudad de Panama,Jueves,0
43395,Grupo LATAM,8,I,Lima,Jueves,0
27325,Latin American Wings,5,N,Concepcion,Martes,0
44222,Air Canada,9,I,Toronto,Sabado,0
35086,Grupo LATAM,7,N,Antofagasta,Viernes,0
33420,Grupo LATAM,7,I,Sao Paulo,Miercoles,1
16802,Grupo LATAM,3,I,Mendoza,Viernes,0
33534,Grupo LATAM,7,I,Rio de Janeiro,Sabado,1
24407,Grupo LATAM,5,N,Copiapo,Jueves,0
27292,Latin American Wings,5,N,Concepcion,Martes,0
18540,Sky Airline,4,N,La Serena,Viernes,0
25597,Grupo LATAM,5,N,La Serena,Domingo,0
28042,Gol Trans,6,I,Sao Paulo,Lunes,0
47576,Grupo LATAM,9,N,Puerto Montt,Domingo,1
65252,Grupo LATAM,12,N,Concepcion,Domingo,0
28958,Sky Airline,6,N,Calama,Sabado,0
57422,Sky Airline,11,N,Calama,Domingo,0
20083,Grupo LATAM,4,N,Temuco,Jueves,1
64067,Sky Airline,12,N,Arica,Martes,0
52837,Grupo LATAM,10,N,Concepcion,Martes,1
39537,Grupo LATAM,8,I,Rio de Janeiro,Jueves,1
17084,Latin American Wings,3,I,Lima,Martes,0
47321,Grupo LATAM,9,N,Temuco,Lunes,1
44969,Oceanair Linhas Aereas,9,I,Sao Paulo,Viernes,0
59888,Grupo LATAM,11,N,Calama,Jueves,0
28747,Sky Airline,6,N,Concepcion,Lunes,0
39599,Grupo LATAM,8,I,Sao Paulo,Sabado,0
67258,Grupo LATAM,12,N,Isla de Pascua,Lunes,0
10074,Grupo LATAM,2,N,Antofagasta,Martes,0
22219,American Airlines,5,I,Dallas,Viernes,0
5294,Grupo LATAM,1,I,Lima,Domingo,0
53934,Grupo LATAM,10,N,Arica,Martes,1
63722,Sky Airline,12,N,Calama,Lunes,1
11166,Grupo LATAM,2,I,Montevideo,Martes,0
20746,Grupo LATAM,4,N,Calama,Lunes,0
24194,Sky Airline,5,I,Cordoba,Lunes,0
13530,Sky Airline,3,N,Iquique,Viernes,1
14308,Grupo LATAM,3,N,Calama,Domingo,0
21663,Grupo LATAM,4,I,Madrid,Jueves,0
4771,Grupo LATAM,1,I,Buenos Aires,Jueves,1
24518,Grupo LATAM,5,N,Antofagasta,Lunes,0
49284,Grupo LATAM,9,I,Lima,Sabado,0
33048,Copa Air,7,I,Ciudad de Panama,Viernes,0
38712,Aerolineas Argentinas,8,I,Buenos Aires,Miercoles,0
49692,JetSmart SPA,9,N,Concepcion,Viernes,0
31363,Grupo LATAM,6,I,Buenos Aires,Martes,0
54469,Grupo LATAM,10,I,Lima,Miercoles,0
36730,Grupo LATAM,7,N,Calama,Jueves,0
56386,Gol Trans,11,I,Sao Paulo,Jueves,0
12752,Sky Airline,3,N,Punta Arenas,Miercoles,0
47640,Grupo LATAM,9,N,Punta Arenas,Miercoles,0
64645,Grupo LATAM,12,N,Antofagasta,Martes,0
28794,Sky Airline,6,N,La Serena,Miercoles,0
3791,Grupo LATAM,1,N,Puerto Montt,Lunes,0
64226,Sky Airline,12,I,Mendoza,Jueves,0
44523,Avianca,9,I,Bogota,Viernes,0
4977,Grupo LATAM,1,I,Miami,Miercoles,0
28716,Sky Airline,6,N,Concepcion,Martes,0
7295,Sky Airline,2,N,Puerto Montt,Lunes,0
53286,Grupo LATAM,10,N,Balmaceda,Sabado,0
876,United Airlines,1,I,Houston,Jueves,0
